airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,additiona_info,price
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,No info,No Info,16079
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,In-flight meal not included,10368
IndiGo,2019-03-15,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No info,No Info,6297
Jet Airways,2019-06-12,Delhi,Cochin,13:00:00,19:00:00,360,1.0,In-flight meal not included,In-flight meal not included,10262
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,12:35:00,910,2.0,In-flight meal not included,In-flight meal not included,11507
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No info,No Info,15554
IndiGo,2019-06-18,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No info,No Info,4049
Jet Airways,2019-03-06,Delhi,Cochin,15:05:00,04:25:00,800,1.0,No info,No Info,15764
IndiGo,2019-05-18,Kolkata,Banglore,11:30:00,14:05:00,155,0.0,No info,No Info,4804
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,775,1.0,In-flight meal not included,In-flight meal not included,14053
Multiple carriers,2019-06-06,Delhi,Cochin,11:40:00,19:00:00,440,1.0,No info,No Info,11789
Jet Airways,2019-03-27,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,In-flight meal not included,2071
IndiGo,2019-06-01,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No info,No Info,3858
Vistara,2019-05-06,Banglore,Delhi,09:45:00,12:35:00,170,0.0,No info,No Info,4668
IndiGo,2019-04-03,Delhi,Cochin,02:00:00,07:25:00,325,1.0,No info,No Info,4744
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,09:10:00,1560,1.0,No info,No Info,11682
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,12:00:00,1325,1.0,No info,No Info,14231
IndiGo,2019-06-12,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No info,No Info,5058
Jet Airways,2019-05-21,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,In-flight meal not included,4030
Air India,2019-05-21,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No info,No Info,10231
Multiple carriers,2019-05-21,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No info,No Info,14848
Jet Airways,2019-06-06,Delhi,Cochin,16:00:00,04:25:00,745,1.0,In-flight meal not included,In-flight meal not included,10262
IndiGo,2019-05-12,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No info,No Info,7228
IndiGo,2019-06-12,Mumbai,Hyderabad,01:40:00,03:10:00,90,0.0,No info,No Info,2754
Multiple carriers,2019-05-27,Delhi,Cochin,13:00:00,01:30:00,750,1.0,In-flight meal not included,In-flight meal not included,6943
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,In-flight meal not included,10844
IndiGo,2019-06-27,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,No Info,4804
IndiGo,2019-03-27,Delhi,Cochin,09:10:00,21:00:00,710,1.0,No info,No Info,10351
Air India,2019-04-01,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No info,No Info,2050
Multiple carriers,2019-03-03,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No info,No Info,15603
Jet Airways,2019-03-06,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No info,No Info,17024
Jet Airways,2019-03-01,Banglore,New Delhi,18:40:00,00:45:00,365,1.0,No info,No Info,35185
Jet Airways,2019-06-06,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No info,No Info,14714
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,09:30:00,1310,1.0,In-flight meal not included,In-flight meal not included,11087
Air India,2019-03-03,Banglore,New Delhi,12:00:00,10:35:00,1355,3.0,No info,No Info,12358
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,10:05:00,845,1.0,In-flight meal not included,In-flight meal not included,8586
IndiGo,2019-03-09,Banglore,New Delhi,00:40:00,03:25:00,165,0.0,No info,No Info,4545
GoAir,2019-05-01,Kolkata,Banglore,23:30:00,07:45:00,495,1.0,No info,No Info,6686
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,08:15:00,1090,1.0,In-flight meal not included,In-flight meal not included,13502
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No info,No Info,8452
IndiGo,2019-05-27,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No info,No Info,4804
IndiGo,2019-05-06,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No info,No Info,5699
Vistara,2019-04-18,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,No Info,6216
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,11:25:00,890,1.0,In-flight meal not included,In-flight meal not included,7832
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,12:35:00,425,2.0,No info,No Info,16274
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,07:40:00,1055,1.0,In-flight meal not included,In-flight meal not included,10972
Vistara,2019-06-09,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No info,No Info,4878
IndiGo,2019-06-15,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No info,No Info,3597
Jet Airways,2019-06-24,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,In-flight meal not included,12410
Air India,2019-03-01,Banglore,New Delhi,10:30:00,21:25:00,655,2.0,No info,No Info,11213
Air India,2019-03-09,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No info,No Info,11701
Air India,2019-05-24,Kolkata,Banglore,17:30:00,20:25:00,1615,1.0,No info,No Info,10623
IndiGo,2019-06-21,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No info,No Info,5224
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No info,No Info,11774
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,No info,No Info,11467
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,14:25:00,1730,1.0,No info,No Info,14151
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No info,No Info,14781
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,22:35:00,965,1.0,In-flight meal not included,In-flight meal not included,8824
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,In-flight meal not included,8529
Air India,2019-03-18,Banglore,New Delhi,11:05:00,22:10:00,665,2.0,No info,No Info,10846
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,In-flight meal not included,In-flight meal not included,9663
IndiGo,2019-03-03,Banglore,New Delhi,06:00:00,08:45:00,165,0.0,No info,No Info,6144
Multiple carriers,2019-06-03,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No info,No Info,7354
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,11:55:00,1795,2.0,No info,No Info,14219
Multiple carriers,2019-05-15,Delhi,Cochin,04:55:00,19:00:00,845,1.0,No info,No Info,9103
Multiple carriers,2019-06-01,Delhi,Cochin,03:50:00,12:35:00,525,1.0,No info,No Info,12192
IndiGo,2019-03-06,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No info,No Info,4778
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,No info,No Info,14781
Jet Airways,2019-06-12,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,In-flight meal not included,In-flight meal not included,5608
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,19:45:00,2245,2.0,No info,No Info,12273
Multiple carriers,2019-03-03,Delhi,Cochin,17:50:00,01:35:00,465,2.0,No info,No Info,24528
Air Asia,2019-05-21,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No info,No Info,3383
Air India,2019-03-27,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No info,No Info,5998
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,19:10:00,1570,1.0,No info,No Info,14151
IndiGo,2019-04-09,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No info,No Info,4174
Multiple carriers,2019-03-21,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No info,No Info,13378
Air Asia,2019-05-18,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No info,No Info,4483
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,In-flight meal not included,In-flight meal not included,8586
Air India,2019-05-21,Kolkata,Banglore,09:25:00,07:55:00,1350,1.0,No info,No Info,8891
Multiple carriers,2019-03-21,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,No Info,6883
Vistara,2019-05-27,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,No Info,6216
Jet Airways,2019-05-09,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,In-flight meal not included,12373
Multiple carriers,2019-03-03,Delhi,Cochin,07:05:00,15:30:00,505,1.0,No info,No Info,17057
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,16:20:00,1285,1.0,No info,No Info,13584
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,04:25:00,830,2.0,In-flight meal not included,In-flight meal not included,10919
Multiple carriers,2019-05-15,Delhi,Cochin,11:30:00,19:15:00,465,1.0,No info,No Info,14323
Vistara,2019-03-01,Banglore,New Delhi,11:30:00,14:10:00,160,0.0,No info,No Info,12648
Multiple carriers ,2019-03-21,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No info,No Info,9845
Air India,2019-03-27,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No info,No Info,6902
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,18:50:00,995,1.0,No info,No Info,12242
Air India,2019-06-01,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No info,No Info,3100
Air India,2019-05-15,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No info,No Info,6094
Air India,2019-05-15,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No info,No Info,10671
IndiGo,2019-06-01,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No info,No Info,6938
Jet Airways,2019-06-01,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,In-flight meal not included,7229
IndiGo,2019-06-27,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No info,No Info,3943
Jet Airways,2019-05-21,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,In-flight meal not included,4030
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,No info,No Info,11467
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,18:50:00,350,1.0,No info,No Info,12347
Air India,2019-04-21,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No info,No Info,6121
IndiGo,2019-05-09,Kolkata,Banglore,18:05:00,23:30:00,325,1.0,No info,No Info,6218
IndiGo,2019-06-03,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No info,No Info,6015
Multiple carriers,2019-05-09,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,No Info,13727
Jet Airways,2019-03-06,Delhi,Cochin,13:55:00,04:25:00,870,1.0,No info,No Info,15764
SpiceJet,2019-04-27,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No info,No Info,4174
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,12:00:00,1655,1.0,In-flight meal not included,In-flight meal not included,10844
Air India,2019-06-12,Kolkata,Banglore,17:30:00,13:45:00,1215,2.0,No info,No Info,12224
IndiGo,2019-03-09,Delhi,Cochin,18:35:00,01:35:00,420,1.0,No info,No Info,12351
Multiple carriers,2019-06-12,Delhi,Cochin,15:15:00,01:30:00,615,1.0,No info,No Info,6795
Multiple carriers,2019-06-27,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No info,No Info,7198
Air India,2019-05-21,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,No Info,6961
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No info,No Info,14151
SpiceJet,2019-05-15,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,No check-in baggage included,4760
IndiGo,2019-05-21,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No info,No Info,5170
Jet Airways,2019-04-06,Delhi,Cochin,14:00:00,19:00:00,300,1.0,In-flight meal not included,In-flight meal not included,5177
Vistara,2019-05-18,Kolkata,Banglore,20:20:00,23:25:00,1625,1.0,No info,No Info,9345
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,In-flight meal not included,9663
IndiGo,2019-03-27,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No info,No Info,4326
Air India,2019-03-09,Banglore,New Delhi,11:50:00,23:55:00,725,1.0,No info,No Info,10972
Multiple carriers,2019-03-27,Delhi,Cochin,11:40:00,19:15:00,455,1.0,No info,No Info,6953
Vistara,2019-06-27,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No info,No Info,4878
SpiceJet,2019-04-06,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No info,No Info,3873
IndiGo,2019-04-24,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No info,No Info,3419
IndiGo,2019-05-01,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No info,No Info,4775
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,In-flight meal not included,In-flight meal not included,10844
Jet Airways,2019-05-15,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No info,No Info,7229
Vistara,2019-03-24,Banglore,New Delhi,11:30:00,14:10:00,160,0.0,No info,No Info,5403
Multiple carriers,2019-03-09,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No info,No Info,8386
